model_id,monthly_downloads,total_downloads
mradermacher/Qwen2.5-Dyanka-7B-Preview-Uncensored-DeLMAT-i1-GGUF,267,4818
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q8_0-GGUF,15,178
lefantom00/Qwen3-8B-abliterated-iSMART,14,488
evolveon/Qwen3-8B-abliterated,2,57
braindao/Qwen3-32B-Blunt-Uncensored-experimental-00001,1,69
jeiku/Theory_of_Mind_Roleplay_Mistral,3,142
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q3_K_M-GGUF,0,71
mradermacher/Falcon3-3B-Instruct-abliterated-i1-GGUF,101,2033
DevQuasar/mlabonne.gemma-3-1b-it-abliterated-v2-GGUF,101,1269
ForensicShark/Qwen3-30B-A3B-abliterated,1,9
Skorcht/LLAMA3-uncensored-gguf-8b,30,1120
fernandoruiz/Qwen3-30B-A3B-abliterated-Q4_0-GGUF,9,156
RichardErkhov/M1LL1X_-_microsoft-phi-3_5-mini-trained-abliterated-QA-100-all-modules-merged-gguf,12,749
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,NaN,NaN
TolulopeIfe/PTM-Unsafe-Detector,0,7294
mradermacher/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-remap-GGUF,23,5426
Dogge/llama-3-8B-instruct-Bluemoon-Freedom-RP-4bit,2,190
huihui-ai/s1.1-32B-abliterated,NaN,NaN
PrunaAI/ClosedCharacter-Peach-9B-8k-Roleplay-QUANTO-float8bit-smashed,NaN,NaN
thanhcong2001/Criminal,1,77
BackdoorLLM/Jailbreak_Llama2-13B_VPI,0,0
huihui-ai/Arcee-Blitz-abliterated,61,1709
flyfishstudio/Phi-3.5-mini-instruct_Uncensored-Q4_0_4_8.gguf,22,2181
mradermacher/Llama-3-8B-Uncensored-0.1-i1-GGUF,191,2748
QuantFactory/LLAMA-3_8B_Unaligned_BETA-GGUF,52,3234
shivadityakr/phi-2-role-play,1,3
mradermacher/KAT-V1-40B-abliterated-GGUF,20,693
Bellksly/Freedom,0,0
itorgov/dippy-roleplay-1748142258-2743423,0,6
QuantFactory/Llama-3.1-8B-Lexi-Uncensored-GGUF,173,11428
mradermacher/llama3-8B-DarkIdol-2.3-Uncensored-32K-GGUF,204,9705
FreedomIntelligence/GrammarGPT,2,465
nightmedia/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MASTER-CODER-bf16-mlx,NaN,NaN
huihui-ai/aya-expanse-8b-abliterated,NaN,NaN
tensorblock/Meta-Llama-3.1-8B-Instruct-abliterated-GGUF,259,2699
keisoft/dippy-roleplay-llama-v2.3,1,10
tensorblock/Uncensored_llama_3.2_3b_safetensors-GGUF,132,4013
thirdeyeai/DeepSeek-R1-Distill-Qwen-7B-uncensored.gguf,56,5039
Triangle104/s1.1-32B-abliterated-Q3_K_S-GGUF,2,117
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q3_K_M-GGUF,4,939
mergekit-community/Llama-3-DeepSeek-R1-Distill-8B-LewdPlay-Uncensored,5,583
nicoboss/SWE-Swiss-32B-abliterated,1,26
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-1.5B_s-0_adv_tr_gcg_t-0,NaN,NaN
mradermacher/Llama-3.1-8B-Lexi-Uncensored-V2-i1-GGUF,256,11198
aifeifei798/gemma-3-4b-it-qat-q4_0-unquantized-abliterated,0,0
Triangle104/Marco-o1-abliterated-Q5_K_S-GGUF,2,98
Triangle104/granite-3.1-8b-instruct-abliterated-Q5_K_S-GGUF,12,167
mradermacher/Roleplay-9B-lora-800-porn-i1-GGUF,1666,41241
itorgov/dippy-roleplay-1745929812-0318832,0,5
FreedomIntelligence/HuatuoGPT2-34B,9,1530
brianmatzelle/llama3.2-1b-instruct-hasanpiker-abliterated,5,503
BlossomsAI/vmlu-llm-7B-Uncensored-GGUF,118,1325
PrunaAI/huihui-ai-SmolLM2-1.7B-Instruct-abliterated-bnb-smashed,NaN,NaN
Unispac/Gemma-2-9B-IT-With-Deeper-Safety-Alignment,256,5480
evolveon/Qwen2.5-7B-Instruct-abliterated,6,1348
jiminmun/llama-3.2-3b_reward_model_answerability_lr9e-6_no_sys_msg_unfiltered,1,8
RichardErkhov/FreedomIntelligence_-_Apollo-1.8B-gguf,1877,4634
mradermacher/Qwen3-The-Xiaolong-Omega-Directive-22B-uncensored-abliterated-GGUF,7,3748
mradermacher/Qwen2.5-7B-Instruct-abliterated-v2-i1-GGUF,2288,9345
Pbeau/oss-criminal-code-expert,0,0
Fmuaddib/Qwen2.5-14B-Instruct-abliterated-v2-mlx-fp16,4,81
aligne/deneme1,0,47
QuixiAI/WizardLM-7B-Uncensored,45936,142915
mlx-community/phi-4-abliterated-4bit,16,479
TheBloke/Wizard-Vicuna-30B-Uncensored-AWQ,37,7598
RichardErkhov/IlyaGusev_-_gemma-2-2b-it-abliterated-8bits,2,8
RichardErkhov/letuan_-_Meta-Llama-3.1-8B-Instruct-abliterated-companionv4-20240927_v4c-gguf,0,0
AlignmentResearch/robust_llm_oskar-041l_clf_jailbreaks_pythia-6.9b_s-0,NaN,NaN
APaul1/gemma-7b-it-v2-role-play,0,0
mradermacher/Qwen2.5-7B-Instruct-Jailbroken-GGUF,91,1519
braindao/Qwen3-14B-Blunt-Uncensored-experimental-00008,0,0
blockblockblock/Llama-3-70B-Instruct-abliterated-v3-bpw2.25-exl2,3,9
digitalpipelines/llama2_7b_chat_uncensored,7,378
PrunaAI/georgesung-llama2_7b_chat_uncensored-QUANTO-int2bit-smashed,NaN,NaN
zgce/Skywork-13B-unalign-lora,0,0
mlx-community/Josiefied-Qwen3-30B-A3B-abliterated-v2-6bit,24,517
Triangle104/DeepScaleR-1.5B-Preview-abliterated-Q4_K_M-GGUF,6,200
nightmedia/huizimao-gpt-oss-20b-uncensored-mxfp4-bf16-mlx,NaN,NaN
mradermacher/Homunculus-abliterated-i1-GGUF,139,3454
chuanli11/Llama-3.2-3B-Instruct-uncensored,905,179688
itorgov/dippy-roleplay-1748594605-2719693,0,8
Kfjjdjdjdhdhd/Gemma-3-4b-it-Uncensored-DBL-X-int4-quantized,0,0
RichardErkhov/aifeifei798_-_DarkIdol-Llama-3.1-8B-Instruct-1.1-Uncensored-gguf,54,3822
RuizheChen/RL_Temporal_Grounded_QA_unfiltered_coldstart_600,0,103
jetro30087/vicuna-Wizard-7B-Uncensored-q3f16_0,0,0
PurpleAILAB/Llama-3.1-8B-uncensored_SQLi-Q4_K_M-GGUF,14,96
Sriexe/Meta-Llama-3.1-8B-Instruct-abliterated-GGUF,11,321
bartowski/huihui-ai_Qwen3-14B-abliterated-GGUF,1626,21748
SinpxAI/Llama2-7B-Chat-uncensored-GGUF,194,8849
huizimao/gpt-oss-20b-uncensored-mxfp4,38,2076
itorgov/dippy-roleplay-1748516832-08785,0,5
nztinversive/llama3.2-1b-Uncensored,426,9001
Triangle104/DeepSeek-R1-Distill-Qwen-7B-abliterated-Q4_K_S-GGUF,86,273
otherhalf-dev/gemma-3-27b-it-abliterated-FP8,1,369
AlignmentResearch/robust_llm_pythia-14m_niki-044c_imdb_random-token-1280_seed-0-debug,NaN,NaN
Triangle104/aya-expanse-32b-abliterated-Q8_0-GGUF,8,263
PrunaAI/georgesung-llama2_7b_chat_uncensored-AWQ-4bit-smashed,NaN,NaN
AlignmentResearch/robust_llm_oskar-037d_clf_jailbreaks_Qwen2.5-3B_s-0,NaN,NaN
brianmatzelle/llama3.1-8b-instruct-hasanpiker-abliterated-gguf,16,277
seonglae/wizardlm-7b-uncensored-gptq,11,419
thirdeyeai/Qwen2.5-Coder-32B-Instruct-Uncensored,21,719
Guilherme34/GPT-OSS-UNCENSORED-20B-gguf,212,2192
Triangle104/DeepHermes-3-Llama-3-8B-Preview-Uncensored-DeLMAT-Q4_K_S-GGUF,17,31
mradermacher/vicuna-7b-v1.5-uncensored-GGUF,83,3529
gmonsoon/QwQ-32B-Preview-abliterated-Q4_K_M-GGUF,7,554
roleplaiapp/QwQ-32B-Preview-abliterated-IQ4_XS-GGUF,3,14
Grogros/Llama-3.2-1B-Instruct-abliterated-DPO,6,17
TheBloke/WizardLM-Uncensored-Falcon-7B-GPTQ,9,91352
Triangle104/Phi4-abliterated-Q8_0-GGUF,12,159
mradermacher/Llama_3.x_70b_L3.3-Tulu-3_abliterated_fusion-GGUF,0,626
MotherEarth/Hermes-Storm-Climate-Sauerkraut-abliterated,2,10
TheBloke/Uncensored-Frank-13b-AWQ,6,358
NexesQuants/huihui-ai_DeepSeek-R1-Distill-Llama-70B-abliterated-Q8_0-iMat-CQ-GGUF,43,2461
Melvin56/Qwen3-1.7B-abliterated-GGUF,135,737
RichardErkhov/FreedomIntelligence_-_AceGPT-v1.5-13B-Chat-gguf,6,973
Alex01837178373/gemma-2-2b-it-abliterated-AWQ,157,20414
huihui-ai/Huihui-InternVL3-78B-abliterated,NaN,NaN
NovNovikov/gemma-3-27b-it-abliterated-Q4_K_M-GGUF,257,1899
DevQuasar/huihui-ai.Dolphin3.0-R1-Mistral-24B-abliterated-GGUF,30,2112
mradermacher/dippy-roleplay-llama-v1.7-0-12-GGUF,5,456
Triangle104/Qwen2.5-7B-Instruct-abliterated-v2-Q6_K-GGUF,9,149
bartowski/Qwen2-VL-7B-Instruct-abliterated-GGUF,1615,25549
mradermacher/survival-uncensored-gemma-270m-GGUF,161,4377
mradermacher/Humanish-Roleplay-Llama-3.1-8B-i1-GGUF,1049,18966
aspirina765/Daredevil-8B-abliterated-GPTQ,4,280
Zoyd/mlabonne_Llama-3-8B-Instruct-abliterated-dpomix-3_75bpw_exl2,3,10
X3NO/Llama-3.2-3B-Instruct-abliterated-Q8_0-GGUF,1,112
RichardErkhov/UnfilteredAI_-_UNfilteredAI-1B-gguf,149,7468
fengpeisheng1/Mistral-7B-v0.3-Chinese-Chat-uncensored-IQ4_NL-GGUF,69,493
askmyteapot/Meta-Llama-3-70B-Instruct-abliterated-v3.5-IQ4_XS,4,282
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-comp,0,2
Triangle104/gemma-3-27b-it-abliterated-Q4_K_M-GGUF,34,489
Triangle104/Josiefied-Qwen3-4B-abliterated-v2-Q6_K-GGUF,13,120
ysn-rfd/WizardLM-7B-Uncensored-Q5_0-GGUF,6,64
nbeerbower/EVA-abliterated-Qwen2.5-7B,7,160
ysn-rfd/WizardLM-7B-Uncensored-Q4_K_M-GGUF,10,159
mradermacher/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored-GGUF,86,5611
asunsada/gemma-7b-it-v3-role-play_1018,1,111
Triangle104/Qwen2.5-3B-Instruct-abliterated-SFT-Q4_K_S-GGUF,3,71
tensorblock/DavidAU_Qwen3-8B-64k-Context-2X-Josiefied-Uncensored-GGUF,349,2785
FiditeNemini/Qwen2.5-14B-DeepSeek-R1-1M-Uncensored,11,1295
RayBoustany/phi-2-role-play,0,3
dnl2024/freedom,0,0
nash111/Llama-3.2-3B-Instruct-uncensored-Q4_K_M-GGUF,34,390
PrunaAI/nbeerbower-EVA-abliterated-Qwen2.5-7B-GGUF-smashed,84,717
RichardErkhov/ajibawa-2023_-_Uncensored-Frank-Llama-3-8B-8bits,2,44
PrunaAI/ClosedCharacter-Peach-9B-8k-Roleplay-bnb-4bit-smashed,NaN,NaN
mradermacher/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored-h-novel-GGUF,31,1315
FreedomIntelligence/Janus-4o-7B,14,4618
mradermacher/Llama-3.1-8B-Instruct-Freedom_v3-GGUF,4,474
DippyAI/slZheng077_dp_roleplay,0,0
Alex01837178373/gemma-2-9b-it-abliterated-Q4_K_M-GGUF,5,225
matrixportalx/gemma-3-4b-it-abliterated-GGUF,338,8556
mradermacher/UNfilteredAI-1B-GGUF,187,6603
benking84/uncensored,0,0
CreitinGameplays/Llama-3.2-3b-Instruct-uncensored-refinetune,9,467
mradermacher/DavidAU-L3-Dark_Mistress-The_Guilty_Pen-Uncensored-8B-GGUF,78,3772
mradermacher/deepseek-uncensored-lore-i1-GGUF,237,7589
mav23/Llama-3.2-3B-Instruct-abliterated-GGUF,228,5120
cantonesesra/CantoneseLLMChat-v1.0-7B-abliterated-IQ4_XS-GGUF,2,8
jnjj/gemma-3-4b-it-qat-int4-quantized-inference-unrestricted-weights-only-sf,0,9
georgesung/llama3_8b_chat_uncensored,612,45777
mradermacher/Phi-3-medium-4k-instruct-abliterated-i1-GGUF,3,1323
matrixportalx/DeepSeek-R1-Distill-Llama-8B-Abliterated-GGUF,114,2508
MaziyarPanahi/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-GGUF,114,1995
bartowski/huihui-ai_gemma-3-1b-it-abliterated-GGUF,793,17475
mradermacher/Dria-Agent-a-7B-abliterated-GGUF,66,1864
mradermacher/WizardLM-1.0-Uncensored-Llama2-13b-i1-GGUF,125,5343
mradermacher/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN-i1-GGUF,153,4637
VirtualKimi/gpt-oss-20b-uncensored-bf16-Q4_K_M-GGUF,99,1042
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-pate-10000,0,3
ShirleyJia/task1615_unfiltered_subsample_finetuning,0,0
QuantFactory/llama3-8B-DarkIdol-2.2-Uncensored-1048K-GGUF,43,17221
mradermacher/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-i1-GGUF,5422,38380
FreedomIntelligence/Apollo2-0.5B,94,817
AlexeyL/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_S-GGUF,0,116
autobots/pygmalion_6b_roleplay_lora,0,0
NexesQuants/Llama_3.x_70b_L3.3-Tulu-3_abliterated_fusion-iMat-CQ-GGUF,0,136
Triangle104/Qwen2.5-1.5B-Instruct-abliterated-Q5_K_S-GGUF,4,125
mlx-community/Josiefied-Health-Qwen3-8B-abliterated-v1-4bit,14,352
Melvin56/Elita-0.1-Distilled-R1-abliterated-GGUF,137,1755
mradermacher/gemma-2-abliterated-Ifable-9B-i1-GGUF,19,985
SameerShanbhogue/Qwen2.5-FT-FreedomIntelligence_medical,3,70
Triangle104/Mistral-Nemo-Instruct-2407-abliterated-Q4_K_S-GGUF,21,323
PrunaAI/IlyaGusev-gemma-2-9b-it-abliterated-HQQ-4bit-smashed,NaN,NaN
TheBloke/llama2_70b_chat_uncensored-AWQ,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q4_K_S-GGUF,NaN,NaN
mradermacher/Llama-3.1-8B-Instruct-Fei-v1-Uncensored-GGUF,NaN,NaN
xdrshjr/TinyLlama-1b-Rewrite-Jailbreak-Prompt-LoRA-v1.1,NaN,NaN
mradermacher/Qwen2.5-14B-Instruct-abliterated-v2-i1-GGUF,NaN,NaN
mradermacher/Qwen3-33B-A3B-Stranger-Thoughts-Abliterated-Uncensored-i1-GGUF,NaN,NaN
XiShi5941/llava-v1.6-vicuna-7b-mmsb-jailbreak,NaN,NaN
jiangchengchengNLP/llama3.3-70B-instruct-abliterated-awq,NaN,NaN
KYUNGYONG/aya-expanse-8b-abliterated-Q4-mlx,NaN,NaN
Ozaii/Wali-8B-Uncensored-Model,NaN,NaN
mikudev/QwQ-32B-abliterated-AWQ,NaN,NaN
mrkrak3n/Qwen2.5-7B-Instruct-Uncensored-Flux,NaN,NaN
Mungert/Qwen3-0.6B-abliterated-GGUF,NaN,NaN
nbeerbower/EVA-abliterated-TIES-Qwen2.5-72B,NaN,NaN
mradermacher/Yi-1.5-9B-Chat-16K-abliterated-GGUF,NaN,NaN
Otakadelic/phi-4-abliterated-Orion-18B,NaN,NaN
cs2764/Huihui-Qwen3-4B-Instruct-2507-abliterated-ao-int8wo,NaN,NaN
Novaciano/UNCENSORED-Sigil-Of-Satan-3.2-1B-Q6_K-GGUF,NaN,NaN
Dogge/llama-3-70B-instruct-uncensored,NaN,NaN
uncensorie/chronob-1-1-70b,NaN,NaN
jacobcarajo/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_M-GGUF,NaN,NaN
Triangle104/mlabonne_gemma-3-12b-it-abliterated-v2-Q5_K_S-GGUF,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Llama-8B-Abliterated-Q4_K_S-GGUF,NaN,NaN
mradermacher/phi-3.1-qlora-blend-dpo-abliterated-i1-GGUF,NaN,NaN
KnutJaegersberg/gemma-2-2b-it-abliterated-Q4_K_M-GGUF,NaN,NaN
oskarraszkiewicz/gemma-3-1b-it-abliterated-mlx-2bit,NaN,NaN
Triangle104/openhands-lm-32b-v0.1-abliterated-Q3_K_M-GGUF,NaN,NaN
Melvin56/Qwen2.5-Coder-7B-Instruct-abliterated-Q8_0-GGUF,NaN,NaN
Triangle104/Falcon3-7B-Instruct-abliterated-Q5_K_S-GGUF,NaN,NaN
mradermacher/Wizard-Vicuna-13B-Uncensored-GGUF,NaN,NaN
mradermacher/Qwen3-30B-A3B-abliterated-GGUF,NaN,NaN
mradermacher/Mistral-Small-24B-Roleplay-V3-GGUF,NaN,NaN
nihabilal/qwen3-jailbreak-embedding-model,NaN,NaN
Triangle104/Qwen2.5-1.5B-Instruct-uncensored-Q5_K_S-GGUF,NaN,NaN
CONCISE/LLaMa_V2-13B-Instruct-Uncensored-HF,NaN,NaN
itorgov/dippy-roleplay-1748516580-825676,NaN,NaN
TheBloke/CAMEL-13B-Role-Playing-Data-GGUF,NaN,NaN
meghnareddy90/phi-2-role-play,NaN,NaN
silveroxides/Vision_8B_Uncensored_4bit,NaN,NaN
QuantFactory/Phi-3-mini-128k-instruct-abliterated-v3-GGUF,NaN,NaN
RichardErkhov/SicariusSicariiStuff_-_Phi-3.5-mini-instruct_Uncensored-8bits,NaN,NaN
ngxson/LoRA-Qwen2.5-14B-Instruct-abliterated-v2,NaN,NaN
Freedommomoh/1234543,NaN,NaN
Goekdeniz-Guelmez/Josiefied-Qwen2-1.5B-Instruct-abliterated,NaN,NaN
Triangle104/Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B-Q5_K_S-GGUF,NaN,NaN
mradermacher/llama-3-70B-Instruct-abliterated-i1-GGUF,NaN,NaN
Triangle104/Llama-3.2-3B-Instruct-abliterated-finetuned-Q8_0-GGUF,NaN,NaN
ZeroWw/L3.2-Rogue-Creative-Instruct-Uncensored-Abliterated-7B-D_AU-SILLY,NaN,NaN
Zenabius/Qwen2.5-72B-Instruct-abliterated-exl2-6.5bpw,NaN,NaN
mlgawd/Llama-3.1-8B-uncensored,NaN,NaN
openvoid/Prox-Llama-3-8B-abliterated,NaN,NaN
Triangle104/Huihui-gemma-3n-E4B-it-abliterated-Q4_K_M-GGUF,NaN,NaN
mradermacher/Roleplay-Mistral-7B-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748038979-5238755,NaN,NaN
Triangle104/Qwen2.5-3B-Instruct-abliterated-Q4_K_S-GGUF,NaN,NaN
mradermacher/Qwen2.5-1.5B-Instruct-uncensored-i1-GGUF,NaN,NaN
Guilherme34/GPT-OSS-UNCENSORED_MAKING-20B-lora-gguf,NaN,NaN
Triangle104/Marco-o1-abliterated-Q6_K-GGUF,NaN,NaN
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-pate-100,NaN,NaN
SubtleOne/Qwen3-14B-abliterated-Q8_0-GGUF,NaN,NaN
mradermacher/Qwen2.5-72B-Instruct-abliterated-v2-GGUF,NaN,NaN
mradermacher/Bellatrix-Tiny-3B-R1-abliterated-i1-GGUF,NaN,NaN
uncensorie/stairolz-70b-GGUF,NaN,NaN
natong19/Qwen2-7B-Instruct-abliterated,972,85895
Triangle104/EVA-abliterated-TIES-Qwen2.5-1.5B-Q4_K_S-GGUF,NaN,NaN
mradermacher/Roleplay-Unhinged-Base-V2-Llama-3.3-70B-i1-GGUF,NaN,NaN
alexlawless/Luna-AI-Llama2-Uncensored-Q4_K_M-GGUF,NaN,NaN
Triangle104/Qwen2.5-1.5B-Instruct-abliterated-SFT-Q5_K_S-GGUF,NaN,NaN
RichardErkhov/M1LL1X_-_microsoft-phi-3_5-mini-trained-abliterated-QA-1960-all-modules-merged-gguf,NaN,NaN
mradermacher/s1-32B-abliterated-i1-GGUF,NaN,NaN
PrunaAI/failspy-Meta-Llama-3-8B-Instruct-abliterated-v3-QUANTO-int2bit-smashed,NaN,NaN
Triangle104/Sky-T1-32B-Preview-abliterated-Q6_K-GGUF,NaN,NaN
wesley7137/wizard-vicuna-13B-uncensored,NaN,NaN
netcat420/MFANN-Llama3.1-Abliterated-Slerp-TIES-Q8_0-GGUF,NaN,NaN
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q4_K_M-GGUF,NaN,NaN
mradermacher/Control-8B-V1.1-abliteration-GGUF,NaN,NaN
Hjgugugjhuhjggg/Llama-3.2-3B-Instruct-uncensored-Q2_K-GGUF,NaN,NaN
Triangle104/Falcon3-1B-Instruct-abliterated-Q5_K_S-GGUF,NaN,NaN
rxa10/Freedom,NaN,NaN
nightmedia/DrakIdol-Roleplayer-1.0-q8-mlx,NaN,NaN
bartowski/Codestral-22B-v0.1-abliterated-v3-GGUF,NaN,NaN
mradermacher/OpenThinker-7B-abliterated-i1-GGUF,NaN,NaN
mradermacher/UNCENSORED-BAHAMUTH-3.2-1B-GGUF,NaN,NaN
Orion-zhen/Megrez-3B-Instruct-abliterated,NaN,NaN
mradermacher/Huihui-EXAONE-4.0-32B-abliterated-GGUF,NaN,NaN
CultriX/Llama3-8B-function-calling-uncensored-GGUF,NaN,NaN
ajibawa-2023/Uncensored-Frank-33B,NaN,NaN
mradermacher/Qwen2.5-14B-Instruct-Uncensored-GGUF,NaN,NaN
Triangle104/Roleplay-Hermes-3-Llama-3.1-8B-Q4_K_M-GGUF,NaN,NaN
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,NaN,NaN
Masabanees619/gemma-2-2b_jailbreak,NaN,NaN
freediffusion/free-diffusion-merge,NaN,NaN
mlx-community/Meta-Llama-3.1-8B-Instruct-abliterated-8bit,NaN,NaN
RichardErkhov/Xennon-BD_-_Qwen-uncensored-v2-gguf,NaN,NaN
mlabonne/gemma-3-4b-it-abliterated-v2,NaN,NaN
nkpz/open_llama_7b_qlora_uncensored-gptq,NaN,NaN
BenevolenceMessiah/Qwen2.5-Coder-32B-Instruct-abliterated-Q5_0-GGUF,NaN,NaN
aimeri/Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored-mlx-4Bit,NaN,NaN
BenevolenceMessiah/Qwen2.5-Coder-32B-Instruct-abliterated-Rombo-TIES-v1.0-Q8_0-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748522712-7134192,NaN,NaN
MetaphoricalCode/gemma-3-27b-it-abliterated-exl3-5bpw-hb6,NaN,NaN
AlexCellebrite/llama-3-8B-abliterated-obnoxiated-v2-lc1-pa8,NaN,NaN
SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored-EXL2-5.0bpw,NaN,NaN
mradermacher/Llama-3-8B-Uncensored-0.3c-GGUF,NaN,NaN
mradermacher/T-lite-instruct-0.1-abliterated-GGUF,NaN,NaN
Triangle104/DeepScaleR-1.5B-Preview-abliterated-Q4_K_S-GGUF,NaN,NaN
drwlf/Lingshu-32B-abliterated,NaN,NaN
EZCon/Qwen2-VL-7B-Instruct-abliterated-4bit-mlx,NaN,NaN
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-14B_s-1_adv_tr_gcg_t-1,NaN,NaN
TheBloke/Wizard-Vicuna-13B-Uncensored-SuperHOT-8K-GPTQ,NaN,NaN
Nexesenex/Llama_3.x_70b_L3.3-Tulu-3_abliterated_fusion,NaN,NaN
huihui-ai/Qwen2-VL-7B-Instruct-abliterated,NaN,NaN
blockblockblock/Llama-3-70B-Instruct-abliterated-v3-bpw6-exl2,NaN,NaN
nytopop/Qwen3-30B-A3B-abliterated.w4a16,NaN,NaN
UKPMAN0/WizardLM-7B-Uncensored-Q4_K_M-GGUF,NaN,NaN
mradermacher/Mistral-Small-24B-Instruct-Unalign-GGUF,NaN,NaN
mradermacher/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B-i1-GGUF,NaN,NaN
AlignmentResearch/robust_llm_oskar-058_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-2,NaN,NaN
mradermacher/L3-70B-sunfall-abliterated-v0.1-i1-GGUF,NaN,NaN
AlignmentResearch/robust_llm_oskar-059c_clf_jailbreak_inputs_Qwen2.5-7B-Instruct_s-0,NaN,NaN
DrNicefellow/QwQ-32B-Preview-abliterated-5.5bpw-exl2,NaN,NaN
nkpz/Fino1-8B-Uncensored-DeLMAT,NaN,NaN
mlx-community/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2-4-bit,NaN,NaN
bunnycore/LLama-3.1-8B-HyperNova-abliteration,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-Super-Nova-RP-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,NaN,NaN
nicoboss/DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Lora,NaN,NaN
mradermacher/Falcon3-7B-Instruct-abliterated-i1-GGUF,NaN,NaN
Triangle104/Phi-4-mini-instruct-abliterated-Q5_K_S-GGUF,NaN,NaN
Triangle104/Llama-3.1-Tulu-3.1-8B-Uncensored-DeLMAT-Q8_0-GGUF,NaN,NaN
DevQuasar/huihui-ai.Huihui-Hunyuan-MT-Chimera-7B-abliterated-GGUF,NaN,NaN
noneUsername/Forgotten-Safeword-24B-V3.0-W8A8,NaN,NaN
M1LL1X/microsoft-phi-3_5-mini-trained-abliterated-QA-300-all-modules-merged,NaN,NaN
mradermacher/marco-o1-uncensored-i1-GGUF,NaN,NaN
nightmedia/Huihui-Qwen3-4B-Thinking-2507-abliterated-q5-hi-mlx,NaN,NaN
SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored_ARM,NaN,NaN
TeeZee/QwQ-32B-abliterated-bpw8.0-h8-exl2,NaN,NaN
mradermacher/Qwen3-The-Josiefied-Omega-Directive-22B-uncensored-abliterated-i1-GGUF,NaN,NaN
huihui-ai/Huihui-InternVL3-1B-abliterated,NaN,NaN
criminal713/swin-tiny-patch4-window7-224-finetuned-ecg-classification,NaN,NaN
Triangle104/Huihui-Jan-nano-abliterated-Q4_K_M-GGUF,NaN,NaN
mradermacher/Prox-Llama-3-8B-abliterated-GGUF,NaN,NaN
mradermacher/Llama-3-DeepSeek-R1-Distill-8B-LewdPlay-Uncensored-GGUF,NaN,NaN
mradermacher/Qwen2-VL-2B-Instruct-abliterated-GGUF,NaN,NaN
stepenZEN/Qwen2.5-0.5B-abliterated,NaN,NaN
RichardErkhov/aifeifei798_-_DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-gguf,NaN,NaN
mradermacher/Gemma2_Magnum_abliterated_27b-GGUF,NaN,NaN
featherless-ai-quants/jdqqjr-llama3-8b-instruct-uncensored-JR-GGUF,NaN,NaN
ZeroWw/Qwen3-8B-abliterated-GGUF,NaN,NaN
jnvdx666/Qwen3-14B-abliterated-awq,NaN,NaN
TheDrunkenSnail/Dirty-Muse-Writer-v01-Uncensored-Erotica-NSFW-Q4_K_M-GGUF,NaN,NaN
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_Alpha,NaN,NaN
isogen/Josiefied-Qwen3-4B-abliterated-v1-exl3-8bpw-h8,NaN,NaN
TouchNight/gemma-2-9b-it-abliterated-4.0bpw-exl2,NaN,NaN
